type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
diameter 	28742 	6 	28536 	6 	2000.000 	1994.340 	005.660 	000.003 	3141548.143 	1843894.897 	1297653.245 	000.413 	000.408 	000.167 	000.028 	000.005
area 	28742 	6 	28545 	6 	2000.000 	1976.735 	023.265 	000.012 	3141570.457 	1978914.479 	1162655.978 	000.370 	000.408 	000.167 	000.028 	000.005
diameter 	28742 	7 	28529 	7 	2000.000 	1998.131 	001.869 	000.001 	3141411.253 	2048604.393 	1092806.860 	000.348 	000.378 	000.143 	000.020 	000.003
area 	28742 	7 	28539 	7 	2000.000 	1981.889 	018.111 	000.009 	3141507.243 	1771564.645 	1369942.598 	000.436 	000.378 	000.143 	000.020 	000.003
diameter 	28742 	8 	28542 	8 	2000.000 	1999.453 	000.547 	000.000 	3141517.624 	1249684.345 	1891833.279 	000.602 	000.354 	000.125 	000.016 	000.002
area 	28742 	8 	28536 	8 	2000.000 	1999.999 	000.001 	000.000 	3141538.567 	2039285.955 	1102252.612 	000.351 	000.354 	000.125 	000.016 	000.002
diameter 	28742 	9 	28522 	9 	2000.000 	2000.000 	000.000 	000.000 	3141476.098 	2398593.600 	742882.498 	000.236 	000.333 	000.111 	000.012 	000.001
area 	28742 	9 	28564 	9 	2000.000 	1999.599 	000.401 	000.000 	3141452.060 	2388236.471 	753215.589 	000.240 	000.333 	000.111 	000.012 	000.001
diameter 	28742 	10 	28550 	10 	2000.000 	1999.940 	000.060 	000.000 	3141424.348 	2351218.882 	790205.466 	000.252 	000.316 	000.100 	000.010 	000.001
area 	28742 	10 	28524 	10 	2000.000 	1999.748 	000.252 	000.000 	3141487.724 	2331705.143 	809782.581 	000.258 	000.316 	000.100 	000.010 	000.001
diameter 	34490 	3 	34175 	3 	2000.000 	1951.354 	048.646 	000.024 	3141523.306 	577084.923 	2564438.383 	000.816 	000.577 	000.333 	000.111 	000.037
area 	34490 	3 	34176 	3 	2000.000 	1992.956 	007.044 	000.004 	3141498.759 	553967.852 	2587530.907 	000.824 	000.577 	000.333 	000.111 	000.037
diameter 	34490 	4 	34172 	4 	2000.000 	1997.543 	002.457 	000.001 	3141498.590 	1497900.465 	1643598.125 	000.523 	000.500 	000.250 	000.063 	000.016
area 	34490 	4 	34159 	4 	2000.000 	1998.414 	001.586 	000.001 	3141585.058 	558306.328 	2583278.730 	000.822 	000.500 	000.250 	000.063 	000.016
diameter 	34490 	5 	34192 	5 	2000.000 	1999.107 	000.893 	000.000 	3141469.849 	1081838.319 	2059631.530 	000.656 	000.447 	000.200 	000.040 	000.008
area 	34490 	5 	34186 	5 	2000.000 	1993.577 	006.423 	000.003 	3141430.038 	1629371.928 	1512058.110 	000.481 	000.447 	000.200 	000.040 	000.008
diameter 	34490 	6 	34161 	6 	2000.000 	1990.539 	009.461 	000.005 	3141546.333 	1519051.357 	1622494.975 	000.516 	000.408 	000.167 	000.028 	000.005
area 	34490 	6 	34178 	6 	2000.000 	1999.701 	000.299 	000.000 	3141524.725 	1523934.746 	1617589.979 	000.515 	000.408 	000.167 	000.028 	000.005
diameter 	34490 	7 	34163 	7 	2000.000 	1999.260 	000.740 	000.000 	3141558.840 	1573443.751 	1568115.089 	000.499 	000.378 	000.143 	000.020 	000.003
area 	34490 	7 	34185 	7 	2000.000 	1999.307 	000.693 	000.000 	3141527.854 	2152958.327 	988569.527 	000.315 	000.378 	000.143 	000.020 	000.003
diameter 	34490 	8 	34157 	8 	2000.000 	1999.989 	000.011 	000.000 	3141324.684 	2559035.996 	582288.688 	000.185 	000.354 	000.125 	000.016 	000.002
area 	34490 	8 	34152 	8 	2000.000 	1998.797 	001.203 	000.001 	3141509.291 	2462032.068 	679477.223 	000.216 	000.354 	000.125 	000.016 	000.002
diameter 	34490 	9 	34207 	9 	2000.000 	1999.895 	000.105 	000.000 	3141505.826 	2464764.770 	676741.056 	000.215 	000.333 	000.111 	000.012 	000.001
area 	34490 	9 	34171 	9 	2000.000 	1999.950 	000.050 	000.000 	3141425.462 	2505604.989 	635820.473 	000.202 	000.333 	000.111 	000.012 	000.001
diameter 	34490 	10 	34175 	10 	2000.000 	1999.981 	000.019 	000.000 	3141398.809 	2678733.858 	462664.951 	000.147 	000.316 	000.100 	000.010 	000.001
area 	34490 	10 	34187 	10 	2000.000 	1999.865 	000.135 	000.000 	3141552.578 	2265309.888 	876242.691 	000.279 	000.316 	000.100 	000.010 	000.001
diameter 	34490 	3 	34175 	3 	2000.000 	1839.147 	160.853 	000.080 	3141535.652 	807207.821 	2334327.831 	000.743 	000.577 	000.333 	000.111 	000.037
area 	34490 	3 	34172 	3 	2000.000 	1892.188 	107.812 	000.054 	3141481.015 	763336.001 	2378145.014 	000.757 	000.577 	000.333 	000.111 	000.037
diameter 	34490 	4 	34180 	4 	2000.000 	1984.263 	015.737 	000.008 	3141562.207 	1396202.950 	1745359.256 	000.556 	000.500 	000.250 	000.063 	000.016
area 	34490 	4 	34175 	4 	2000.000 	1935.870 	064.130 	000.032 	3141372.902 	543653.019 	2597719.883 	000.827 	000.500 	000.250 	000.063 	000.016
diameter 	34490 	5 	34181 	5 	2000.000 	1982.639 	017.361 	000.009 	3141455.823 	1839306.653 	1302149.170 	000.415 	000.447 	000.200 	000.040 	000.008
area 	34490 	5 	34198 	5 	2000.000 	1996.684 	003.316 	000.002 	3141429.661 	1668381.865 	1473047.796 	000.469 	000.447 	000.200 	000.040 	000.008
diameter 	34490 	6 	34147 	6 	2000.000 	1996.270 	003.730 	000.002 	3141515.940 	2019728.918 	1121787.021 	000.357 	000.408 	000.167 	000.028 	000.005
area 	34490 	6 	34148 	6 	2000.000 	1994.651 	005.349 	000.003 	3141099.308 	1652667.941 	1488431.367 	000.474 	000.408 	000.167 	000.028 	000.005
diameter 	34490 	7 	34114 	7 	2000.000 	1977.157 	022.843 	000.011 	3141460.256 	2017560.096 	1123900.160 	000.358 	000.378 	000.143 	000.020 	000.003
area 	34490 	7 	34171 	7 	2000.000 	1998.982 	001.018 	000.001 	3141431.906 	2165756.343 	975675.564 	000.311 	000.378 	000.143 	000.020 	000.003
diameter 	34490 	8 	34155 	8 	2000.000 	1986.119 	013.881 	000.007 	3141537.652 	1939232.668 	1202304.984 	000.383 	000.354 	000.125 	000.016 	000.002
area 	34490 	8 	34173 	8 	2000.000 	1987.069 	012.931 	000.006 	3141370.630 	2358320.471 	783050.159 	000.249 	000.354 	000.125 	000.016 	000.002
diameter 	34490 	9 	34157 	9 	2000.000 	1999.050 	000.950 	000.000 	3141401.690 	2233682.645 	907719.045 	000.289 	000.333 	000.111 	000.012 	000.001
area 	34490 	9 	34180 	9 	2000.000 	1999.998 	000.002 	000.000 	3141589.500 	2101758.172 	1039831.328 	000.331 	000.333 	000.111 	000.012 	000.001
diameter 	34490 	10 	34144 	10 	2000.000 	1999.969 	000.031 	000.000 	3141410.117 	2508810.394 	632599.723 	000.201 	000.316 	000.100 	000.010 	000.001
area 	34490 	10 	34161 	10 	2000.000 	1999.375 	000.625 	000.000 	3141467.926 	2165309.200 	976158.727 	000.311 	000.316 	000.100 	000.010 	000.001
diameter 	34490 	3 	34158 	3 	2000.000 	1965.799 	034.201 	000.017 	3141282.077 	982791.657 	2158490.421 	000.687 	000.577 	000.333 	000.111 	000.037
area 	34490 	3 	34163 	3 	2000.000 	1861.787 	138.213 	000.069 	3141385.290 	837864.527 	2303520.764 	000.733 	000.577 	000.333 	000.111 	000.037
diameter 	34490 	4 	34145 	4 	2000.000 	1928.169 	071.831 	000.036 	3141127.384 	1203613.303 	1937514.080 	000.617 	000.500 	000.250 	000.063 	000.016
area 	34490 	4 	34139 	4 	2000.000 	1995.996 	004.004 	000.002 	3141568.860 	1133422.084 	2008146.776 	000.639 	000.500 	000.250 	000.063 	000.016
diameter 	34490 	5 	34152 	5 	2000.000 	1961.663 	038.337 	000.019 	3141328.102 	1840891.321 	1300436.781 	000.414 	000.447 	000.200 	000.040 	000.008
area 	34490 	5 	34161 	5 	2000.000 	1981.128 	018.872 	000.009 	3141552.447 	1448347.591 	1693204.856 	000.539 	000.447 	000.200 	000.040 	000.008
diameter 	34490 	6 	34188 	6 	2000.000 	1998.754 	001.246 	000.001 	3141584.385 	1814725.906 	1326858.479 	000.422 	000.408 	000.167 	000.028 	000.005
area 	34490 	6 	34210 	6 	2000.000 	1998.342 	001.658 	000.001 	3141404.059 	1833138.241 	1308265.818 	000.416 	000.408 	000.167 	000.028 	000.005
diameter 	34490 	7 	34167 	7 	2000.000 	1996.945 	003.055 	000.002 	3141445.040 	2199038.589 	942406.451 	000.300 	000.378 	000.143 	000.020 	000.003
area 	34490 	7 	34175 	7 	2000.000 	1999.989 	000.011 	000.000 	3141482.980 	2205012.244 	936470.736 	000.298 	000.378 	000.143 	000.020 	000.003
diameter 	34490 	8 	34141 	8 	2000.000 	1999.784 	000.216 	000.000 	3141535.935 	2212917.511 	928618.424 	000.296 	000.354 	000.125 	000.016 	000.002
area 	34490 	8 	34169 	8 	2000.000 	1979.790 	020.210 	000.010 	3141358.249 	1986108.706 	1155249.543 	000.368 	000.354 	000.125 	000.016 	000.002
diameter 	34490 	9 	34186 	9 	2000.000 	1997.021 	002.979 	000.001 	3141327.210 	2273902.797 	867424.414 	000.276 	000.333 	000.111 	000.012 	000.001
area 	34490 	9 	34166 	9 	2000.000 	1999.689 	000.311 	000.000 	3141530.548 	2121724.482 	1019806.066 	000.325 	000.333 	000.111 	000.012 	000.001
diameter 	34490 	10 	34153 	10 	2000.000 	1999.593 	000.407 	000.000 	3141505.901 	2100724.645 	1040781.257 	000.331 	000.316 	000.100 	000.010 	000.001
area 	34490 	10 	34166 	10 	2000.000 	1999.192 	000.808 	000.000 	3141559.531 	2520174.444 	621385.087 	000.198 	000.316 	000.100 	000.010 	000.001
diameter 	41388 	3 	40805 	3 	2000.000 	1917.205 	082.795 	000.041 	3141558.531 	730198.348 	2411360.183 	000.768 	000.577 	000.333 	000.111 	000.037
area 	41388 	3 	40875 	3 	2000.000 	1419.552 	580.448 	000.290 	3141308.593 	373930.954 	2767377.639 	000.881 	000.577 	000.333 	000.111 	000.037
diameter 	41388 	4 	40873 	4 	2000.000 	1981.081 	018.919 	000.009 	3141169.942 	1275372.868 	1865797.074 	000.594 	000.500 	000.250 	000.063 	000.016
area 	41388 	4 	40846 	4 	2000.000 	1966.044 	033.956 	000.017 	3141506.270 	277384.191 	2864122.078 	000.912 	000.500 	000.250 	000.063 	000.016
diameter 	41388 	5 	40871 	5 	2000.000 	1981.575 	018.425 	000.009 	3141397.541 	1757306.634 	1384090.907 	000.441 	000.447 	000.200 	000.040 	000.008
area 	41388 	5 	40856 	5 	2000.000 	1989.210 	010.790 	000.005 	3141470.524 	1724262.541 	1417207.983 	000.451 	000.447 	000.200 	000.040 	000.008
diameter 	41388 	6 	40857 	6 	2000.000 	1997.482 	002.518 	000.001 	3141562.530 	2000940.283 	1140622.247 	000.363 	000.408 	000.167 	000.028 	000.005
area 	41388 	6 	40910 	6 	2000.000 	1997.178 	002.822 	000.001 	3141553.657 	1924520.868 	1217032.789 	000.387 	000.408 	000.167 	000.028 	000.005
diameter 	41388 	7 	40859 	7 	2000.000 	1984.835 	015.165 	000.008 	3141399.846 	2312769.762 	828630.084 	000.264 	000.378 	000.143 	000.020 	000.003
area 	41388 	7 	40891 	7 	2000.000 	1989.161 	010.839 	000.005 	3141429.149 	2042047.005 	1099382.144 	000.350 	000.378 	000.143 	000.020 	000.003
diameter 	41388 	8 	40805 	8 	2000.000 	1980.972 	019.028 	000.010 	3141145.240 	2281611.067 	859534.173 	000.274 	000.354 	000.125 	000.016 	000.002
area 	41388 	8 	40869 	8 	2000.000 	1999.118 	000.882 	000.000 	3141559.836 	1854783.374 	1286776.462 	000.410 	000.354 	000.125 	000.016 	000.002
diameter 	41388 	9 	40843 	9 	2000.000 	1998.306 	001.694 	000.001 	3141583.325 	1951597.146 	1189986.180 	000.379 	000.333 	000.111 	000.012 	000.001
area 	41388 	9 	40845 	9 	2000.000 	1999.957 	000.043 	000.000 	3141580.686 	2268452.718 	873127.968 	000.278 	000.333 	000.111 	000.012 	000.001
diameter 	41388 	10 	40869 	10 	2000.000 	1992.226 	007.774 	000.004 	3141550.884 	2431988.858 	709562.026 	000.226 	000.316 	000.100 	000.010 	000.001
area 	41388 	10 	40927 	10 	2000.000 	1999.999 	000.001 	000.000 	3141380.909 	2707421.643 	433959.265 	000.138 	000.316 	000.100 	000.010 	000.001
diameter 	41388 	3 	40833 	3 	2000.000 	1969.445 	030.555 	000.015 	3141457.560 	967812.794 	2173644.766 	000.692 	000.577 	000.333 	000.111 	000.037
area 	41388 	3 	40821 	3 	2000.000 	897.741 	1102.259 	000.551 	3141559.351 	444163.315 	2697396.036 	000.859 	000.577 	000.333 	000.111 	000.037
diameter 	41388 	4 	40872 	4 	2000.000 	1968.191 	031.809 	000.016 	3141531.246 	1326214.502 	1815316.744 	000.578 	000.500 	000.250 	000.063 	000.016
area 	41388 	4 	40864 	4 	2000.000 	1931.580 	068.420 	000.034 	3141263.291 	925831.510 	2215431.781 	000.705 	000.500 	000.250 	000.063 	000.016
diameter 	41388 	5 	40805 	5 	2000.000 	1983.077 	016.923 	000.008 	3141447.428 	1486991.335 	1654456.092 	000.527 	000.447 	000.200 	000.040 	000.008
area 	41388 	5 	40864 	5 	2000.000 	1999.949 	000.051 	000.000 	3141485.893 	1544320.447 	1597165.446 	000.508 	000.447 	000.200 	000.040 	000.008
diameter 	41388 	6 	40855 	6 	2000.000 	1992.718 	007.282 	000.004 	3141511.952 	1847503.995 	1294007.958 	000.412 	000.408 	000.167 	000.028 	000.005
area 	41388 	6 	40876 	6 	2000.000 	1994.691 	005.309 	000.003 	3141508.327 	2079508.653 	1061999.673 	000.338 	000.408 	000.167 	000.028 	000.005
diameter 	41388 	7 	40891 	7 	2000.000 	1986.460 	013.540 	000.007 	3141591.347 	2104548.987 	1037042.361 	000.330 	000.378 	000.143 	000.020 	000.003
area 	41388 	7 	40874 	7 	2000.000 	1993.501 	006.499 	000.003 	3141266.289 	2040598.476 	1100667.812 	000.350 	000.378 	000.143 	000.020 	000.003
diameter 	41388 	8 	40831 	8 	2000.000 	1986.639 	013.361 	000.007 	3141587.388 	2085436.155 	1056151.233 	000.336 	000.354 	000.125 	000.016 	000.002
area 	41388 	8 	40867 	8 	2000.000 	1999.609 	000.391 	000.000 	3141466.466 	2475671.966 	665794.501 	000.212 	000.354 	000.125 	000.016 	000.002
diameter 	41388 	9 	40862 	9 	2000.000 	1997.331 	002.669 	000.001 	3141368.594 	2223489.329 	917879.265 	000.292 	000.333 	000.111 	000.012 	000.001
area 	41388 	9 	40836 	9 	2000.000 	1986.305 	013.695 	000.007 	3141583.169 	2374546.193 	767036.975 	000.244 	000.333 	000.111 	000.012 	000.001
diameter 	41388 	10 	40854 	10 	2000.000 	1997.584 	002.416 	000.001 	3141519.739 	2524455.343 	617064.396 	000.196 	000.316 	000.100 	000.010 	000.001
area 	41388 	10 	40839 	10 	2000.000 	2000.000 	000.000 	000.000 	3141446.752 	2535739.065 	605707.687 	000.193 	000.316 	000.100 	000.010 	000.001
diameter 	41388 	3 	40825 	3 	2000.000 	1977.790 	022.210 	000.011 	3141353.747 	539462.201 	2601891.546 	000.828 	000.577 	000.333 	000.111 	000.037
area 	41388 	3 	40820 	3 	2000.000 	1858.853 	141.147 	000.071 	3141584.192 	842965.316 	2298618.875 	000.732 	000.577 	000.333 	000.111 	000.037
diameter 	41388 	4 	40858 	4 	2000.000 	1985.530 	014.470 	000.007 	3141434.553 	510425.121 	2631009.433 	000.838 	000.500 	000.250 	000.063 	000.016
area 	41388 	4 	40890 	4 	2000.000 	1953.765 	046.235 	000.023 	3141508.673 	1013881.817 	2127626.856 	000.677 	000.500 	000.250 	000.063 	000.016
diameter 	41388 	5 	40845 	5 	2000.000 	1988.806 	011.194 	000.006 	3141353.623 	1798228.258 	1343125.365 	000.428 	000.447 	000.200 	000.040 	000.008
area 	41388 	5 	40866 	5 	2000.000 	1999.636 	000.364 	000.000 	3141119.401 	1755468.520 	1385650.882 	000.441 	000.447 	000.200 	000.040 	000.008
diameter 	41388 	6 	40841 	6 	2000.000 	1999.855 	000.145 	000.000 	3141568.815 	2074982.609 	1066586.206 	000.340 	000.408 	000.167 	000.028 	000.005
area 	41388 	6 	40908 	6 	2000.000 	1999.375 	000.625 	000.000 	3141549.013 	1828173.505 	1313375.508 	000.418 	000.408 	000.167 	000.028 	000.005
diameter 	41388 	7 	40864 	7 	2000.000 	1995.533 	004.467 	000.002 	3141585.081 	1983183.526 	1158401.555 	000.369 	000.378 	000.143 	000.020 	000.003
area 	41388 	7 	40846 	7 	2000.000 	1999.363 	000.637 	000.000 	3141170.438 	2013108.536 	1128061.902 	000.359 	000.378 	000.143 	000.020 	000.003
diameter 	41388 	8 	40854 	8 	2000.000 	1991.344 	008.656 	000.004 	3141521.882 	2346005.441 	795516.441 	000.253 	000.354 	000.125 	000.016 	000.002
area 	41388 	8 	40832 	8 	2000.000 	1994.135 	005.865 	000.003 	3141382.670 	2075794.201 	1065588.469 	000.339 	000.354 	000.125 	000.016 	000.002
diameter 	41388 	9 	40856 	9 	2000.000 	1999.939 	000.061 	000.000 	3141448.766 	2480947.357 	660501.409 	000.210 	000.333 	000.111 	000.012 	000.001
area 	41388 	9 	40860 	9 	2000.000 	1998.915 	001.085 	000.001 	3141579.977 	2434754.974 	706825.003 	000.225 	000.333 	000.111 	000.012 	000.001
diameter 	41388 	10 	40832 	10 	2000.000 	2000.000 	000.000 	000.000 	3141470.814 	2496550.349 	644920.465 	000.205 	000.316 	000.100 	000.010 	000.001
area 	41388 	10 	40861 	10 	2000.000 	1998.357 	001.643 	000.001 	3141434.878 	2353044.302 	788390.576 	000.251 	000.316 	000.100 	000.010 	000.001
diameter 	49665 	3 	48793 	3 	2000.000 	1887.300 	112.700 	000.056 	3141558.021 	635688.769 	2505869.252 	000.798 	000.577 	000.333 	000.111 	000.037
area 	49665 	3 	48826 	3 	2000.000 	1646.653 	353.347 	000.177 	3141575.309 	668998.171 	2472577.138 	000.787 	000.577 	000.333 	000.111 	000.037
diameter 	49665 	4 	48813 	4 	2000.000 	1997.887 	002.113 	000.001 	3141570.927 	1159003.508 	1982567.419 	000.631 	000.500 	000.250 	000.063 	000.016
area 	49665 	4 	48849 	4 	2000.000 	1896.205 	103.795 	000.052 	3141442.847 	1285149.751 	1856293.096 	000.591 	000.500 	000.250 	000.063 	000.016
diameter 	49665 	5 	48791 	5 	2000.000 	1999.971 	000.029 	000.000 	3141477.782 	1734793.452 	1406684.330 	000.448 	000.447 	000.200 	000.040 	000.008
area 	49665 	5 	48755 	5 	2000.000 	1999.923 	000.077 	000.000 	3141448.893 	1463851.793 	1677597.100 	000.534 	000.447 	000.200 	000.040 	000.008
diameter 	49665 	6 	48812 	6 	2000.000 	1993.993 	006.007 	000.003 	3141342.904 	1986409.439 	1154933.465 	000.368 	000.408 	000.167 	000.028 	000.005
area 	49665 	6 	48764 	6 	2000.000 	1983.292 	016.708 	000.008 	3141557.725 	1879415.746 	1262141.979 	000.402 	000.408 	000.167 	000.028 	000.005
diameter 	49665 	7 	48737 	7 	2000.000 	1998.945 	001.055 	000.001 	3141587.558 	2266573.929 	875013.629 	000.279 	000.378 	000.143 	000.020 	000.003
area 	49665 	7 	48811 	7 	2000.000 	1999.592 	000.408 	000.000 	3141425.417 	1885831.667 	1255593.750 	000.400 	000.378 	000.143 	000.020 	000.003
diameter 	49665 	8 	48773 	8 	2000.000 	1999.741 	000.259 	000.000 	3141471.667 	2030449.810 	1111021.857 	000.354 	000.354 	000.125 	000.016 	000.002
area 	49665 	8 	48795 	8 	2000.000 	1998.932 	001.068 	000.001 	3141553.055 	2042240.251 	1099312.804 	000.350 	000.354 	000.125 	000.016 	000.002
diameter 	49665 	9 	48781 	9 	2000.000 	1998.375 	001.625 	000.001 	3141467.325 	2324535.348 	816931.977 	000.260 	000.333 	000.111 	000.012 	000.001
area 	49665 	9 	48760 	9 	2000.000 	1997.919 	002.081 	000.001 	3141372.330 	2547156.932 	594215.398 	000.189 	000.333 	000.111 	000.012 	000.001
diameter 	49665 	10 	48788 	10 	2000.000 	1998.842 	001.158 	000.001 	3141586.063 	2677858.234 	463727.829 	000.148 	000.316 	000.100 	000.010 	000.001
area 	49665 	10 	48798 	10 	2000.000 	1999.739 	000.261 	000.000 	3141497.748 	2609671.465 	531826.283 	000.169 	000.316 	000.100 	000.010 	000.001
diameter 	49665 	3 	48717 	3 	2000.000 	1929.167 	070.833 	000.035 	3141466.700 	964504.321 	2176962.378 	000.693 	000.577 	000.333 	000.111 	000.037
area 	49665 	3 	48775 	3 	2000.000 	1970.608 	029.392 	000.015 	3141334.774 	462439.620 	2678895.154 	000.853 	000.577 	000.333 	000.111 	000.037
diameter 	49665 	4 	48809 	4 	2000.000 	1989.052 	010.948 	000.005 	3141582.922 	435068.475 	2706514.447 	000.862 	000.500 	000.250 	000.063 	000.016
area 	49665 	4 	48783 	4 	2000.000 	1997.752 	002.248 	000.001 	3141499.166 	1497201.326 	1644297.840 	000.523 	000.500 	000.250 	000.063 	000.016
diameter 	49665 	5 	48797 	5 	2000.000 	1999.601 	000.399 	000.000 	3141542.444 	1413108.000 	1728434.444 	000.550 	000.447 	000.200 	000.040 	000.008
area 	49665 	5 	48809 	5 	2000.000 	1991.831 	008.169 	000.004 	3141485.040 	1731344.420 	1410140.619 	000.449 	000.447 	000.200 	000.040 	000.008
diameter 	49665 	6 	48794 	6 	2000.000 	1998.880 	001.120 	000.001 	3141582.264 	1959587.089 	1181995.175 	000.376 	000.408 	000.167 	000.028 	000.005
area 	49665 	6 	48787 	6 	2000.000 	1996.935 	003.065 	000.002 	3141558.957 	1967234.622 	1174324.335 	000.374 	000.408 	000.167 	000.028 	000.005
diameter 	49665 	7 	48777 	7 	2000.000 	1998.873 	001.127 	000.001 	3141549.821 	1786553.591 	1354996.230 	000.431 	000.378 	000.143 	000.020 	000.003
area 	49665 	7 	48789 	7 	2000.000 	1990.498 	009.502 	000.005 	3141500.845 	1656519.632 	1484981.213 	000.473 	000.378 	000.143 	000.020 	000.003
diameter 	49665 	8 	48798 	8 	2000.000 	1997.727 	002.273 	000.001 	3141556.479 	2174223.008 	967333.472 	000.308 	000.354 	000.125 	000.016 	000.002
area 	49665 	8 	48809 	8 	2000.000 	1999.459 	000.541 	000.000 	3141512.427 	1839588.136 	1301924.290 	000.414 	000.354 	000.125 	000.016 	000.002
diameter 	49665 	9 	48817 	9 	2000.000 	1997.227 	002.773 	000.001 	3141548.998 	2292997.723 	848551.275 	000.270 	000.333 	000.111 	000.012 	000.001
area 	49665 	9 	48803 	9 	2000.000 	1998.432 	001.568 	000.001 	3141477.545 	2251030.774 	890446.771 	000.283 	000.333 	000.111 	000.012 	000.001
diameter 	49665 	10 	48771 	10 	2000.000 	1999.973 	000.027 	000.000 	3141521.494 	2313052.243 	828469.251 	000.264 	000.316 	000.100 	000.010 	000.001
area 	49665 	10 	48813 	10 	2000.000 	1999.971 	000.029 	000.000 	3141587.134 	2219400.800 	922186.334 	000.294 	000.316 	000.100 	000.010 	000.001
diameter 	49665 	3 	48817 	3 	2000.000 	1999.715 	000.285 	000.000 	3141373.846 	662419.567 	2478954.280 	000.789 	000.577 	000.333 	000.111 	000.037
area 	49665 	3 	48765 	3 	2000.000 	1825.360 	174.640 	000.087 	3141536.169 	910983.144 	2230553.025 	000.710 	000.577 	000.333 	000.111 	000.037
diameter 	49665 	4 	48812 	4 	2000.000 	1973.970 	026.030 	000.013 	3141474.022 	1358788.490 	1782685.532 	000.567 	000.500 	000.250 	000.063 	000.016
area 	49665 	4 	48774 	4 	2000.000 	1962.230 	037.770 	000.019 	3141579.822 	1354941.915 	1786637.907 	000.569 	000.500 	000.250 	000.063 	000.016
diameter 	49665 	5 	48811 	5 	2000.000 	1988.134 	011.866 	000.006 	3141495.511 	1951570.018 	1189925.493 	000.379 	000.447 	000.200 	000.040 	000.008
area 	49665 	5 	48842 	5 	2000.000 	1999.969 	000.031 	000.000 	3141396.542 	1541499.947 	1599896.594 	000.509 	000.447 	000.200 	000.040 	000.008
diameter 	49665 	6 	48741 	6 	2000.000 	1999.812 	000.188 	000.000 	3141526.808 	1774273.899 	1367252.910 	000.435 	000.408 	000.167 	000.028 	000.005
area 	49665 	6 	48793 	6 	2000.000 	1999.888 	000.112 	000.000 	3141574.340 	1670072.248 	1471502.092 	000.468 	000.408 	000.167 	000.028 	000.005
diameter 	49665 	7 	48788 	7 	2000.000 	1996.201 	003.799 	000.002 	3141444.374 	2267177.725 	874266.649 	000.278 	000.378 	000.143 	000.020 	000.003
area 	49665 	7 	48781 	7 	2000.000 	1990.643 	009.357 	000.005 	3141402.881 	2019439.930 	1121962.951 	000.357 	000.378 	000.143 	000.020 	000.003
diameter 	49665 	8 	48827 	8 	2000.000 	1990.568 	009.432 	000.005 	3141521.759 	2103430.762 	1038090.997 	000.330 	000.354 	000.125 	000.016 	000.002
area 	49665 	8 	48797 	8 	2000.000 	2000.000 	000.000 	000.000 	3141390.297 	1726216.262 	1415174.034 	000.450 	000.354 	000.125 	000.016 	000.002
diameter 	49665 	9 	48780 	9 	2000.000 	1998.153 	001.847 	000.001 	3141438.863 	2542804.442 	598634.421 	000.191 	000.333 	000.111 	000.012 	000.001
area 	49665 	9 	48770 	9 	2000.000 	1999.998 	000.002 	000.000 	3141470.395 	2384835.507 	756634.888 	000.241 	000.333 	000.111 	000.012 	000.001
diameter 	49665 	10 	48838 	10 	2000.000 	1998.948 	001.052 	000.001 	3141558.131 	2606485.280 	535072.851 	000.170 	000.316 	000.100 	000.010 	000.001
area 	49665 	10 	48824 	10 	2000.000 	1999.997 	000.003 	000.000 	3141576.573 	2383510.640 	758065.933 	000.241 	000.316 	000.100 	000.010 	000.001
diameter 	59598 	3 	58155 	3 	2000.000 	1964.017 	035.983 	000.018 	3141509.225 	428851.282 	2712657.943 	000.863 	000.577 	000.333 	000.111 	000.037
area 	59598 	3 	58136 	3 	2000.000 	1991.005 	008.995 	000.004 	3141509.789 	994834.435 	2146675.354 	000.683 	000.577 	000.333 	000.111 	000.037
diameter 	59598 	4 	58121 	4 	2000.000 	1984.177 	015.823 	000.008 	3141535.423 	1430738.710 	1710796.713 	000.545 	000.500 	000.250 	000.063 	000.016
area 	59598 	4 	58214 	4 	2000.000 	1999.944 	000.056 	000.000 	3141494.749 	1099150.464 	2042344.285 	000.650 	000.500 	000.250 	000.063 	000.016
diameter 	59598 	5 	58146 	5 	2000.000 	1972.511 	027.489 	000.014 	3141507.993 	1575771.711 	1565736.282 	000.498 	000.447 	000.200 	000.040 	000.008
area 	59598 	5 	58159 	5 	2000.000 	1967.874 	032.126 	000.016 	3141565.212 	1521190.013 	1620375.199 	000.516 	000.447 	000.200 	000.040 	000.008
diameter 	59598 	6 	58137 	6 	2000.000 	1997.772 	002.228 	000.001 	3141546.899 	1866814.398 	1274732.501 	000.406 	000.408 	000.167 	000.028 	000.005
area 	59598 	6 	58167 	6 	2000.000 	1998.688 	001.312 	000.001 	3141394.419 	1616328.798 	1525065.621 	000.485 	000.408 	000.167 	000.028 	000.005
diameter 	59598 	7 	58203 	7 	2000.000 	1991.980 	008.020 	000.004 	3141500.124 	2203251.972 	938248.152 	000.299 	000.378 	000.143 	000.020 	000.003
area 	59598 	7 	58220 	7 	2000.000 	1993.430 	006.570 	000.003 	3141512.562 	2107878.396 	1033634.166 	000.329 	000.378 	000.143 	000.020 	000.003
